borrowers_id,borrower,financier,goal,impagency,url,projectid
611,"GOVT OF RUSSIA",IBRD41830;IBRD41830,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","NATIONAL TRAINING FOUNDATION",http://projects.worldbank.org/P008825/education-innovation-project?lang=en,231
612,PECDAR,,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",PECDAR,http://projects.worldbank.org/P047110/community-development-project?lang=en,145
613,"REPUBLIC OF THE PHILIPPINES",IBRD41080;IBRD41080,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP",DECS,http://projects.worldbank.org/P004602/third-elementary-education?lang=en,855
614,ROMANIA,IBRD40960;IBRD40960,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY EDUC & HIGH EDUC FINANCE COUNCIL",http://projects.worldbank.org/P008793/reform-higher-education-research-project?lang=en,689
615,GOI,IBRD4095A;IBRD4095A;IBRD4095S;IBRD40950,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",TBD,http://projects.worldbank.org/P041894/sumatra-junior-secondary-education-project?lang=en,836
616,"GOV'T OF JAMAICA",IBRD40700;IBRD40700,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","STUDENT LOAN BUREAU",http://projects.worldbank.org/P038700/student-loan-project?lang=en,831
617,"ST MIN FIN/FED MINISTRY OF FINANCE",IDA28970;IDA28970,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","FEDERATION; RSMOE",http://projects.worldbank.org/P044524/emergency-education-reconstruction-project?lang=en,337
618,"GOVT OF TUNISIA",IBRD4036A;IBRD4036A;IBRD4036S;IBRD40360,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG",TBD,http://projects.worldbank.org/P005745/training-employment-project-02?lang=en,894
619,GOI,IDA28760;IDA28760,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",DOE/GOI,http://projects.worldbank.org/P035821/district-primary-education-project-ii?lang=en,154
620,"GOVT OF RUSSIA",IBRD40090;IBRD40090,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG","MIN OF NATIONALITIES & FEDERAL AFFAIRS",http://projects.worldbank.org/P035761/community-social-infrastructure-project?lang=en,149
621,GOVERNMENT,IBRD39690;IBRD39690;IDA28030,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRIES OF ED(DOMINICA)",http://projects.worldbank.org/P006969/basic-education-reform-project?lang=en,94
622,"REPUBLIC OF TRINIDAD AND TOBAGO",IBRD3956A;IBRD3956A;IBRD3956S;IBRD39560,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P035312/basic-education-project?lang=en,88
623,PECDAR,,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",PECDAR,http://projects.worldbank.org/P035996/education-health-rehabilitation-project?lang=en,311
624,GOVERNMENT,IDA26950;IDA26950,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",MOE/,http://projects.worldbank.org/P000948/vocational-skills-informal-sector-proj?lang=en,909
625,,IDA26880;IDA26880,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",TBD,http://projects.worldbank.org/P010492/population-welfare-program-project?lang=en,617
626,"REPUBLIC OF URUGUAY",IBRD3729A;IBRD3729A;IBRD3729S;IBRD37290,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",ANEP,http://projects.worldbank.org/P008171/basic-education-quality-improvement-project?lang=en,93
627,"GOV OF COLOMBIA",IBRD36830;IBRD36830,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",MOE,http://projects.worldbank.org/P006866/secondary-education-project?lang=en,770
628,,IBRD3656A;IBRD3656A;IBRD3656S;IBRD36560,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MIN OF EDUCATION",http://projects.worldbank.org/P008218/basic-education-project?lang=en,90
629,"SOC REP OF VIET NAM",IDA25480;IDA25480,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MIN OF EDUC & TRG",http://projects.worldbank.org/P004835/primary-education-project?lang=en,653
630,"GOV OF BARBADOS",IBRD3634S;IBRD3634S;IBRD36340,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG",MOE/MOCD/MOCS/MOL,http://projects.worldbank.org/P006089/human-resources-project?lang=en,445
631,"MIN OF EDUCATION N",IBRD36040;IBRD36040,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATN N AND STATE GOVERNMENTS",http://projects.worldbank.org/P006427/northeast-basic-education-project-02?lang=en,566
632,PRC,IDA24710;IDA24710,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","STATE EDUCATION COMMISSION",http://projects.worldbank.org/P003567/effective-teaching-services-project?lang=en,328
633,"INDEPEDENT STATE OF PNG",IBRD35370;IBRD35370,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG",TBD,http://projects.worldbank.org/P004392/education-development-project?lang=en,220
634,GOVERNMENT,IDA24280;IDA24280,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MIN OF EDUCATION",http://projects.worldbank.org/P000933/tertiary-education?lang=en,850
635,GOI,IBRD3496A;IBRD3496A;IBRD3496S;IBRD34960,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",DGHE,http://projects.worldbank.org/P003969/primary-school-teacher-development-project?lang=en,657
636,GOVERNMENT,IDA23820;IDA23820,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P001552/manpower-training-project?lang=en,515
637,"GOVERNMENT OF ANGOLA",IDA23750;IDA23750,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MIN OF EDUCATION C",http://projects.worldbank.org/P000042/education-project-01?lang=en,240
638,GOI,IBRD3448A;IBRD3448A;IBRD34480;IBRD3448S,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",MOEC,http://projects.worldbank.org/P003940/primary-education-quality-improvement-project?lang=en,654
639,GOVERNMENT,IDA21740;IDA21740,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG",METFP,http://projects.worldbank.org/P002872/technical-education-vocational-training-project?lang=en,868
640,GOVERNMENT,IDA21420;IDA21420,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",TBD,http://projects.worldbank.org/P000821/education-sector-project-02?lang=en,294
641,GOVT,IDA20940;IDA20940,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",GOVT,http://projects.worldbank.org/P001515/education-sector-reinforcement-project?lang=en,300
642,"GOVT OF JORDAN",IBRD3106S;IBRD3106S;IBRD31060,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MIN OF EDUC; HIGHER EDUC VOC TRNG CORP; & UNIV; HCST",http://projects.worldbank.org/P005295/human-resources-development-sector-investment-loan-project?lang=en,442
643,"GOVT OF MAURITANIA",,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P001850/education-sector-restructuring-project?lang=en,301
644,"GOVT OF GUINEA-BISSAU",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P000988/education-01?lang=en,215
645,GOVT,,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF EDUCATION",http://projects.worldbank.org/P001763/education-project-01?lang=en,242
646,"GOVT. OF JORDAN",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG","MINISTRY OF EDUCATION",http://projects.worldbank.org/P005291/education-project-07?lang=en,251
647,"GOVT. OF TURKEY",,"Corporate Advocacy Priorities|Millennium Development Goals;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P008976/non-formal-vocational-training-project?lang=en,561
648,"REPUBLIC OF MALI",IDA60650;IDA60650,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","MINISTRY OF ECONOMY AND FINANCE",http://projects.worldbank.org/P157900/null?lang=en,513
649,,IBRD86420;IBRD86420,"Global Public Goods Priorities|Corporate Advocacy Priorities;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG",,http://projects.worldbank.org/P154819/null?lang=en,605
650,"DEMOCRATIC REPUBLIC OF CONGO",,"Corporate Advocacy Priorities|Global Public Goods Priorities;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE; GOVERNMENT OF DRC",http://projects.worldbank.org/P156421/null?lang=en,9
651,"GOVERNMENT OF PERU",IBRD85830;IBRD85830,"Global Public Goods Priorities|Millennium Development Goals;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG",,http://projects.worldbank.org/P156858/null?lang=en,55
652,"MINISTRY OF FINANCE AND ECONOMIC DEVELOP",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP",,http://projects.worldbank.org/P156169/null?lang=en,839
653,"MINISTRY OF ECONOMY AND FINANCE",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP","AGENCE DJIBOUTIENNE DE DEVELOPPEMENT SOCIAL (ADDS)",http://projects.worldbank.org/P148586/null?lang=en,352
654,"MINISTRY OF FINANCE AND NATIONAL PLANNIN",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities;GPG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF FINANCE AND NATIONAL PLANNING",http://projects.worldbank.org/P151680/null?lang=en,938
655,"GOVERNMENT OF THE PHILIPPINES",IBRD84350;IBRD84350,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P147803/null?lang=en,884
656,"GOVERNMENT OF NIGER",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF BASIC EDUCATION",http://projects.worldbank.org/P132405/gpe-basic-education-support-project?lang=en,554
657,"MINISTRY OF FINANCE",IDA55110;IDA55110;IDA55120;IBRD83940,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Global Public Goods Priorities|Corporate Advocacy Priorities;GPG|CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Global Public Goods Priorities|Millennium Development Goals;GPG|MDG","MINISTRY OF FINANCE",http://projects.worldbank.org/P146890/null?lang=en,572
658,"MINISTRY OF EDUCATION AND PROFESSIONAL T",,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG","MINISTRY OF EDUCATION AND PROFESSIONAL TRAINING",http://projects.worldbank.org/P147608/null?lang=en,8
659,"GOVERNMENT OF SENEGAL",IDA54330;IDA54330,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities|Global Public Goods Priorities;CAP|GPG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P133597/null?lang=en,783
660,"GOVERNMENT OF THE REPUBLIC OF NIGER",IDAH9310;IDAH9310,"Corporate Advocacy Priorities;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities;CAP;Corporate Advocacy Priorities|Millennium Development Goals;CAP|MDG;Corporate Advocacy Priorities;CAP",,http://projects.worldbank.org/P145261/null?lang=en,555
